"","phylodist"
"Hylomyscus_baeri",136.8315040661
"Hylomyscus_stella",136.8315064001
"Hylomyscus_walterverheyeni",136.8315064001
"Hylomyscus_pamfi",136.8315061077
"Hylomyscus_alleni",136.8315061077
"Hylomyscus_parvus",136.8315040671
"Hylomyscus_anselli",136.8315049421
"Hylomyscus_arcimontensis",136.8315049414
"Hylomyscus_kerbispeterhansi",136.8315049414
"Hylomyscus_carillus",136.8315058173
"Hylomyscus_denniae",136.8315066913
"Heimyscus_fumosus",136.8315066913
"Hylomyscus_endorobae",136.8315066915
"Hylomyscus_vulcanorum",136.8315066915
"Praomys_degraaffi",136.8315034829
"Praomys_mutoni",136.8315052329
"Praomys_minor",136.8315043579
"Praomys_jacksoni",136.8315043579
"Praomys_petteri",136.8315031627
"Praomys_coetzeei",136.8315031627
"Praomys_hartwigi",136.831503163
"Praomys_obscurus",136.831503163
"Praomys_morio",136.8315031628
"Praomys_rostratus",136.8315040368
"Praomys_tullbergi",136.8315031913
"Praomys_misonnei",136.8315031913
"Praomys_daltoni",136.8315043588
"Praomys_derooi",136.8315043588
"Zelotomys_woosnami",136.8315049415
"Zelotomys_hildegardeae",136.8315049415
"Colomys_goslingi",136.8315058158
"Myomyscus_verreauxii",136.8315055238
"Mastomys_shortridgei",136.8315055238
"Praomys_verschureni",136.8315040668
"Praomys_lukolelae",136.8315040668
"Mastomys_kollmannspergeri",136.8315040662
"Mastomys_awashensis",136.8315061077
"Mastomys_coucha",136.8315040954
"Mastomys_natalensis",136.8315046786
"Myomyscus_angolensis",136.8315046786
"Mastomys_erythroleucus",136.8315046784
"Mastomys_huberti",136.8315040662
"Myomyscus_brockmani",136.8315052332
"Stenocephalemys_albocaudata",136.8315037757
"Stenocephalemys_ruppi",136.8315037757
"Stenocephalemys_albipes",136.8315037757
"Stenocephalemys_griseicauda",136.8315037757
"Myomyscus_yemeni",136.8315034827
"Malacomys_longipes",136.8315026059
"Malacomys_edwardsi",136.8315026059
"Malacomys_cansdalei",136.8315043559
"Apodemus_witherbyi",136.8315050006
"Apodemus_alpicola",136.8315052926
"Apodemus_epimelas",136.8315039798
"Apodemus_uralensis",136.8315039798
"Apodemus_pallipes",136.8315038339
"Apodemus_sylvaticus",136.8315038339
"Apodemus_ponticus",136.8315041256
"Apodemus_flavicollis",136.8315041256
"Apodemus_mystacinus",136.8315049976
"Apodemus_gurkha",136.8315047116
"Apodemus_argenteus",136.8315026676
"Apodemus_hyrcanicus",136.8315026676
"Apodemus_speciosus",136.8315034819
"Apodemus_draco",136.8315052329
"Apodemus_semotus",136.8315052329
"Apodemus_rusiges",136.8315026089
"Apodemus_latronum",136.8315026089
"Apodemus_agrarius",136.8315037749
"Apodemus_chevrieri",136.8315037749
"Apodemus_peninsulae",136.8315049459
"Tokudaia_tokunoshimensis",136.8315049469
"Tokudaia_osimensis",136.8315049469
"Tokudaia_muenninki",136.8315043639
"Cremnomys_elvira",136.83150415117
"Cremnomys_cutchicus",136.83150415117
"Microhydromys_richardsoni",136.8315040688
"Microhydromys_argenteus",136.8315040688
"Nesoromys_ceramicus",136.8315061091
"Lenomys_meyeri",136.8315052331
"Echiothrix_leucura",136.8315051461
"Echiothrix_centrosa",136.8315051461
"Millardia_meltada",136.8315048248
"Millardia_kathleenae",136.8315048248
"Millardia_gleadowi",136.8315054088
"Millardia_kondana",136.8315054088
"Otomys_sloggetti",136.83150401015
"Otomys_uzungwensis",136.83150555595
"Parotomys_littledalei",136.83150438965
"Otomys_cheesmani",136.83150438965
"Otomys_unisulcatus",136.83150468065
"Otomys_lacustris",136.831504551835
"Otomys_denti",136.831505427735
"Otomys_barbouri",136.831505427735
"Otomys_anchietae",136.831505427735
"Otomys_cuanzensis",136.831504844335
"Otomys_typus",136.831504575575
"Otomys_fortior",136.831504575575
"Otomys_helleri",136.831504633865
"Otomys_jacksoni",136.831505013765
"Otomys_orestes",136.831505013765
"Otomys_tropicalis",136.831505013765
"Otomys_simiensis",136.831505101065
"Otomys_dartmouthi",136.831505100665
"Otomys_zinki",136.831505100665
"Otomys_yaldeni",136.831504809505
"Otomys_burtoni",136.831504809505
"Otomys_occidentalis",136.831504633865
"Otomys_angoniensis",136.831506302535
"Otomys_irroratus",136.831505135035
"Otomys_thomasi",136.831505135035
"Otomys_karoensis",136.831505135035
"Otomys_laminatus",136.831505135035
"Parotomys_brantsii",136.8315046518
"Kadarsanomys_sodyi",136.8315033674
"Golunda_ellioti",136.8315033674
"Oenomys_ornatus",136.8315040656
"Oenomys_hypoxanthus",136.8315040656
"Mirzamys_norahae",136.831504065
"Mirzamys_louiseae",136.831504065
"Hybomys_univittatus",136.8315042993
"Hybomys_badius",136.8315048829
"Hybomys_trivirgatus",136.8315048829
"Hybomys_planifrons",136.8315048833
"Hybomys_lunaris",136.8315057583
"Hybomys_basilii",136.8315057583
"Stochomys_longicaudatus",136.8315042973
"Grammomys_dryas",136.831504008
"Grammomys_kuru",136.8315043
"Grammomys_buntingi",136.8315040084
"Grammomys_macmillani",136.8315040084
"Grammomys_ibeanus",136.8315040088
"Grammomys_gigas",136.8315028413
"Grammomys_minnae",136.8315028703
"Grammomys_dolichurus",136.8315028703
"Grammomys_caniceps",136.831502842
"Grammomys_selousi",136.831502842
"Grammomys_aridulus",136.8315028416
"Grammomys_cometes",136.8315028416
"Thallomys_shortridgei",136.8315027245
"Thallomys_nigricauda",136.8315028706
"Thallomys_paedulcus",136.8315028706
"Thallomys_loringi",136.8315038915
"Aethomys_thomasi",136.8315047089
"Aethomys_granti",136.8315047089
"Aethomys_kaiseri",136.8315045918
"Aethomys_hindei",136.8315045918
"Aethomys_ineptus",136.831504884
"Aethomys_bocagei",136.831504884
"Aethomys_chrysophilus",136.8315043008
"Aethomys_nyikae",136.8315045038
"Dephomys_defua",136.8315045038
"Aethomys_silindensis",136.8315045918
"Aethomys_namaquensis",136.83150396721
"Aethomys_stannarius",136.83150396721
"Desmomys_yaldeni",136.8315037168
"Desmomys_harringtoni",136.8315037168
"Arvicanthis_nairobae",136.8315045918
"Arvicanthis_ansorgei",136.8315045918
"Arvicanthis_blicki",136.8315057584
"Arvicanthis_neumanni",136.8315057584
"Arvicanthis_niloticus",136.83150491235
"Arvicanthis_rufinus",136.83150491235
"Arvicanthis_abyssinicus",136.8315045914
"Lemniscomys_linulus",136.8315048835
"Lemniscomys_roseveari",136.8315048835
"Lemniscomys_griselda",136.8315048829
"Lemniscomys_striatus",136.8315048829
"Lemniscomys_barbarus",136.831505758
"Lemniscomys_hoogstraali",136.8315042994
"Lemniscomys_mittendorfi",136.8315040079
"Lemniscomys_zebra",136.8315040079
"Lemniscomys_macculus",136.8315054674
"Lemniscomys_bellieri",136.8315054674
"Lemniscomys_rosalia",136.8315043004
"Pogonomelomys_mayeri",136.831504591
"Pogonomelomys_bruijnii",136.831504591
"Pogonomelomys_brassi",136.831505175
"Rhabdomys_pumilio",136.831503716
"Paulamys_naso",136.831505175
"Komodomys_rintjanus",136.831504883
"Lamottemys_okuensis",136.831504883
"Pelomys_fallax",136.8315025498
"Pelomys_campanae",136.8315031337
"Pelomys_minor",136.83150316284
"Pelomys_hopkinsi",136.83150316284
"Pelomys_isseli",136.8315031337
"Palawanomys_furvus",136.8315025498
"Mylomys_rex",136.8315054658
"Mylomys_dybowskii",136.8315054658
"Haeromys_minahassae",136.8315034258
"Haeromys_pusillus",136.8315034258
"Haeromys_margarettae",136.8315051758
"Dasymys_rufulus",136.8315040082
"Dasymys_foxi",136.8315040082
"Dasymys_nudipes",136.8315040076
"Dasymys_incomtus",136.8315040076
"Dasymys_montanus",136.8315031328
"Prometheomys_schaposchnikowi",136.831509646
"Dicrostonyx_torquatus",136.8315086668
"Dicrostonyx_nunatakensis",136.8315086668
"Dicrostonyx_nelsoni",136.83150866676
"Dicrostonyx_vinogradovi",136.83150866676
"Dicrostonyx_groenlandicus",136.8315086664
"Dicrostonyx_richardsoni",136.8315086664
"Dicrostonyx_unalascensis",136.83150873987
"Dicrostonyx_hudsonius",136.83150873987
"Phenacomys_ungava",136.831508174
"Phenacomys_intermedius",136.831508174
"Arborimus_pomo",136.8315094036
"Arborimus_longicaudus",136.8315094036
"Arborimus_albipes",136.831509403
"Ondatra_zibethicus",136.8315089109
"Neofiber_alleni",136.8315089109
"Synaptomys_cooperi",136.8315079295
"Myopus_schisticolor",136.8315074385
"Synaptomys_borealis",136.8315079293
"Lemmus_trimucronatus",136.8315079293
"Lemmus_portenkoi",136.8315062101
"Lemmus_lemmus",136.8315062101
"Lemmus_sibiricus",136.8315064557
"Lemmus_amurensis",136.8315064557
"Ellobius_lutescens",136.8315079288
"Ellobius_fuscocapillus",136.8315079295
"Ellobius_alaicus",136.8315079295
"Ellobius_talpinus",136.8315086658
"Ellobius_tancrei",136.8315086658
"Chionomys_nivalis",136.8315086655
"Chionomys_roberti",136.8315074375
"Chionomys_gud",136.8315074375
"Proedromys_bedfordi",136.8315089112
"Microtus_hyperboreus",136.8315079285
"Volemys_musseri",136.8315079285
"Microtus_mexicanus",136.8315079284
"Microtus_nasarovi",136.8315079284
"Proedromys_liangshanensis",136.8315069462
"Microtus_limnophilus",136.8315082237
"Microtus_fortis",136.8315082237
"Microtus_evoronensis",136.8315082237
"Microtus_middendorffii",136.8315077317
"Microtus_mongolicus",136.8315077317
"Microtus_maximowiczii",136.8315077322
"Microtus_sachalinensis",136.8315077322
"Microtus_montebelli",136.8315076337
"Microtus_oeconomus",136.8315071427
"Microtus_kikuchii",136.8315071427
"Volemys_millicens",136.8315069958
"Neodon_linzhiensis",136.8315079778
"Neodon_sikimensis",136.8315078054
"Neodon_forresti",136.8315078054
"Neodon_irene",136.8315077318
"Microtus_clarkei",136.8315077318
"Neodon_fuscus",136.8315069947
"Neodon_leucurus",136.8315069947
"Lasiopodomys_mandarinus",136.8315084694
"Lasiopodomys_brandtii",136.8315084694
"Microtus_cabrerae",136.8315075359
"Microtus_gerbei",136.8315077814
"Microtus_thomasi",136.8315065537
"Microtus_felteni",136.8315065537
"Microtus_lusitanicus",136.8315075361
"Microtus_mujanensis",136.831507487
"Microtus_duodecimcostatus",136.831507487
"Microtus_tatricus",136.831508273
"Microtus_multiplex",136.8315075358
"Microtus_liechtensteini",136.83150756081
"Microtus_bavaricus",136.83150756081
"Microtus_breweri",136.8315070451
"Microtus_savii",136.8315070451
"Microtus_majori",136.8315065534
"Microtus_daghestanicus",136.8315082729
"Microtus_subterraneus",136.8315082729
"Microtus_ilaeus",136.8315089115
"Microtus_qazvinensis",136.8315089115
"Microtus_transcaspicus",136.831508912
"Microtus_levis",136.8315091572
"Microtus_arvalis",136.8315091572
"Microtus_schelkovnikovi",136.8315067005
"Microtus_paradoxus",136.8315071922
"Microtus_anatolicus",136.83150778187
"Microtus_irani",136.83150778177
"Microtus_schidlovskii",136.83150778177
"Microtus_socialis",136.8315076835
"Microtus_brachycercus",136.8315076835
"Microtus_guentheri",136.8315076829
"Microtus_dogramacii",136.8315076829
"Microtus_agrestis",136.8315076828
"Blanfordimys_juldaschi",136.8315081758
"Blanfordimys_bucharensis",136.8315081758
"Blanfordimys_afghanus",136.8315084208
"Microtus_miurus",136.8315076831
"Microtus_abbreviatus",136.8315076831
"Microtus_longicaudus",136.8315087884
"Microtus_oregoni",136.8315087884
"Microtus_pennsylvanicus",136.8315081744
"Microtus_montanus",136.8315081744
"Microtus_townsendii",136.8315079284
"Microtus_canicaudus",136.8315079284
"Microtus_richardsoni",136.83150716752
"Microtus_gregalis",136.83150716752
"Microtus_pinetorum",136.83150888732
"Microtus_quasiater",136.83150888732
"Microtus_oaxacensis",136.83150888752
"Microtus_guatemalensis",136.83150888752
"Microtus_umbrosus",136.83150790422
"Microtus_chrotorrhinus",136.83150790422
"Microtus_xanthognathus",136.8315077817
"Microtus_californicus",136.8315070442
"Microtus_ochrogaster",136.8315070442
"Lemmiscus_curtatus",136.8315081754
"Lagurus_lagurus",136.8315081754
"Eolagurus_przewalskii",136.8315079299
"Eolagurus_luteus",136.8315079299
"Dinaromys_bogdanovi",136.83150790488
"Arvicola_sapidus",136.83150716788
"Arvicola_scherman",136.83150716798
"Arvicola_amphibius",136.83150716798
"Caryomys_inez",136.83150793041
"Caryomys_eva",136.83150793041
"Hyperacrius_wynnei",136.83150817541
"Hyperacrius_fertilis",136.83150817541
"Eothenomys_proditor",136.8315072417
"Eothenomys_olitor",136.8315072417
"Eothenomys_wardi",136.8315072417
"Eothenomys_custos",136.8315072417
"Eothenomys_chinensis",136.8315067507
"Eothenomys_miletus",136.8315069961
"Eothenomys_melanogaster",136.8315069961
"Eothenomys_cachinus",136.8315069957
"Myodes_rex",136.8315085932
"Myodes_rufocanus",136.8315085932
"Myodes_regulus",136.8315085932
"Myodes_andersoni",136.8315084204
"Myodes_smithii",136.83150832292
"Myodes_shanseius",136.83150832292
"Alticola_stoliczkanus",136.8315084205
"Myodes_centralis",136.8315067011
"Myodes_gapperi",136.8315067011
"Myodes_californicus",136.8315064556
"Myodes_rutilus",136.8315064556
"Myodes_glareolus",136.8315069467
"Alticola_macrotis",136.8315067011
"Alticola_lemminus",136.8315067011
"Alticola_argentatus",136.8315076836
"Alticola_roylei",136.8315076837
"Alticola_albicaudus",136.8315076837
"Alticola_montosa",136.8315076836
"Alticola_barakshin",136.8315076839
"Alticola_strelzowi",136.8315078797
"Alticola_semicanus",136.8315078797
"Alticola_tuvinicus",136.8315077817
"Alticola_olchonensis",136.8315077817
"Cansumys_canus",136.831512105
"Phodopus_roborovskii",136.831510384
"Phodopus_sungorus",136.8315091556
"Phodopus_campbelli",136.8315091556
"Cricetulus_kamensis",136.831510382
"Cricetulus_longicaudatus",136.831510875
"Cricetulus_alticola",136.831510137
"Cricetulus_barabensis",136.831510137
"Cricetulus_migratorius",136.831511857
"Cricetus_cricetus",136.831510138
"Allocricetulus_eversmanni",136.8315122265
"Allocricetulus_curtatus",136.8315122265
"Cricetulus_tibetanus",136.831511612
"Cricetulus_lama",136.831511612
"Tscherskia_triton",136.831510874
"Cricetulus_sokolovi",136.831510874
"Mesocricetus_newtoni",136.831510626
"Mesocricetus_brandti",136.831510626
"Mesocricetus_raddei",136.831510625
"Mesocricetus_auratus",136.831510625
"Neotoma_macrotis",136.8315081684
"Neotoma_fuscipes",136.8315081684
"Neotoma_cinerea",136.83150946927
"Neotoma_nelsoni",136.83150946927
"Neotoma_goldmani",136.83150971557
"Neotoma_floridana",136.83150946927
"Neotoma_bunkeri",136.83150946927
"Neotoma_palatina",136.83150937105
"Neotoma_anthonyi",136.83150937105
"Neotoma_magister",136.83150922457
"Neotoma_albigula",136.83151020747
"Neotoma_angustapalata",136.83151033027
"Neotoma_phenax",136.83151033027
"Neotoma_martinensis",136.83151018318
"Neotoma_leucodon",136.83151018318
"Neotoma_micropus",136.83150922487
"Neotoma_stephensi",136.83150799627
"Neotoma_chrysomelas",136.83150799627
"Neotoma_mexicana",136.83150799627
"Neotoma_lepida",136.83150892907
"Neotoma_devia",136.83150892907
"Neotoma_bryanti",136.83150917507
"Nelsonia_neotomodon",136.831510624
"Nelsonia_goldmani",136.831510624
"Hodomys_alleni",136.8315106244
"Xenomys_nelsoni",136.8315106244
"Ochrotomys_nuttalli",136.8315089099
"Reithrodontomys_burti",136.8315106273
"Reithrodontomys_brevirostris",136.8315106273
"Reithrodontomys_mexicanus",136.8315106275
"Reithrodontomys_darienensis",136.8315116105
"Reithrodontomys_gracilis",136.8315118559
"Reithrodontomys_spectabilis",136.8315118559
"Reithrodontomys_paradoxus",136.8315118559
"Reithrodontomys_tenuirostris",136.8315111189
"Reithrodontomys_bakeri",136.8315101359
"Reithrodontomys_microdon",136.8315101359
"Reithrodontomys_musseri",136.8315108739
"Reithrodontomys_creper",136.8315108739
"Reithrodontomys_fulvescens",136.8315101359
"Reithrodontomys_hirsutus",136.8315089079
"Reithrodontomys_raviventris",136.8315106279
"Reithrodontomys_montanus",136.8315106279
"Reithrodontomys_humulis",136.8315089082
"Reithrodontomys_chrysopsis",136.8315106272
"Reithrodontomys_zacatecae",136.8315089075
"Reithrodontomys_rodriguezi",136.8315098905
"Reithrodontomys_sumichrasti",136.8315098905
"Reithrodontomys_megalotis",136.8315093992
"Isthmomys_pirrensis",136.8315091519
"Isthmomys_flavidus",136.8315091519
"Onychomys_torridus",136.8315089069
"Onychomys_leucogaster",136.8315069421
"Onychomys_arenicola",136.8315069421
"Osgoodomys_banderanus",136.8315089079
"Peromyscus_californicus",136.8315069419
"Peromyscus_eremicus",136.8315071879
"Peromyscus_fraterculus",136.8315071879
"Peromyscus_leucopus",136.8315074331
"Peromyscus_mekisturus",136.8315074333
"Peromyscus_gossypinus",136.8315074333
"Peromyscus_melanotis",136.8315081711
"Peromyscus_polionotus",136.8315072369
"Peromyscus_pembertoni",136.8315072369
"Peromyscus_maniculatus",136.8315072621
"Peromyscus_polius",136.8315072617
"Peromyscus_keeni",136.8315072617
"Peromyscus_melanurus",136.8315084166
"Peromyscus_hooperi",136.8315084166
"Megadontomys_thomasi",136.8315076782
"Megadontomys_nelsoni",136.8315076782
"Megadontomys_cryophilus",136.8315069417
"Peromyscus_caniceps",136.8315079246
"Peromyscus_perfulvus",136.8315079246
"Peromyscus_melanophrys",136.8315079249
"Peromyscus_megalops",136.8315069413
"Peromyscus_melanocarpus",136.8315069413
"Peromyscus_yucatanicus",136.8315071876
"Peromyscus_gymnotis",136.8315079241
"Peromyscus_mexicanus",136.8315079241
"Peromyscus_grandis",136.8315079251
"Peromyscus_guatemalensis",136.8315079251
"Peromyscus_zarhynchus",136.8315079246
"Peromyscus_stirtoni",136.8315071876
"Peromyscus_mayensis",136.8315089077
"Neotomodon_alstoni",136.8315084158
"Podomys_floridanus",136.8315066958
"Peromyscus_guardia",136.8315066958
"Peromyscus_ochraventer",136.83150802237
"Peromyscus_eva",136.83150802237
"Peromyscus_merriami",136.83150843977
"Peromyscus_truei",136.83150839131
"Peromyscus_gratus",136.83150839131
"Peromyscus_attwateri",136.8315079249
"Peromyscus_interparietalis",136.8315079251
"Peromyscus_difficilis",136.8315079244
"Peromyscus_nasutus",136.8315079244
"Peromyscus_bullatus",136.8315085388
"Peromyscus_schmidlyi",136.8315085388
"Peromyscus_beatae",136.8315085387
"Peromyscus_carletoni",136.83150861247
"Peromyscus_levipes",136.83150861247
"Peromyscus_madrensis",136.8315080471
"Peromyscus_simulus",136.8315080472
"Habromys_schmidlyi",136.8315080717
"Peromyscus_boylii",136.8315080717
"Peromyscus_slevini",136.831508293
"Peromyscus_pectoralis",136.8315080469
"Peromyscus_stephani",136.8315079984
"Peromyscus_pseudocrinitus",136.8315079984
"Peromyscus_spicilegus",136.8315087842
"Peromyscus_winkelmanni",136.8315082934
"Peromyscus_sejugis",136.8315082934
"Peromyscus_aztecus",136.8315082931
"Peromyscus_hylocetes",136.8315082931
"Peromyscus_furvus",136.8315089076
"Peromyscus_crinitus",136.8315079244
"Peromyscus_sagax",136.831508662
"Habromys_delicatulus",136.831508662
"Habromys_chinanteco",136.8315071881
"Habromys_simulatus",136.8315071881
"Habromys_lepturus",136.831507925
"Peromyscus_dickeyi",136.83150804787
"Habromys_ixtlani",136.83150804787
"Habromys_lophurus",136.831508908
"Scotinomys_xerampelinus",136.8315089099
"Scotinomys_teguina",136.8315089099
"Baiomys_taylori",136.8315113649
"Baiomys_musculus",136.8315113649
"Tylomys_tumbalensis",136.8315106315
"Tylomys_nudicaudus",136.8315113685
"Tylomys_panamensis",136.8315101399
"Tylomys_bullaris",136.8315101399
"Tylomys_mirae",136.831510386
"Tylomys_fulviventer",136.8315101398
"Tylomys_watsoni",136.8315101398
"Ototylomys_phyllotis",136.8315106275
"Otonyctomys_hatti",136.8315081775
"Nyctomys_sumichrasti",136.8315081775
"Brucepattersonius_soricinus",136.8315064523
"Brucepattersonius_iheringi",136.8315064523
"Blarinomys_breviceps",136.8315074355
"Brucepattersonius_paradisus",136.8315074355
"Brucepattersonius_guarani",136.8315074839
"Brucepattersonius_misionensis",136.8315074839
"Brucepattersonius_albinasus",136.8315086636
"Brucepattersonius_igniventris",136.8315086636
"Brucepattersonius_griserufescens",136.8315076808
"Lenoxus_apicalis",136.831506452
"Kunsia_tomentosus",136.83150844298
"Kunsia_fronto",136.83150844298
"Scapteromys_tumidus",136.8315076808
"Scapteromys_meridionalis",136.831507681
"Scapteromys_aquaticus",136.831507681
"Bibimys_labiosus",136.8315081726
"Bibimys_chacoensis",136.8315081726
"Bibimys_torresi",136.8315081718
"Juscelinomys_huanchacae",136.831506944
"Juscelinomys_guaporensis",136.8315077796
"Juscelinomys_candango",136.8315077796
"Oxymycterus_delator",136.8315074355
"Oxymycterus_roberti",136.8315074847
"Oxymycterus_amazonicus",136.8315074847
"Oxymycterus_dasytrichus",136.8315079268
"Oxymycterus_hispidus",136.8315082212
"Oxymycterus_inca",136.8315082212
"Oxymycterus_nasutus",136.8315082208
"Oxymycterus_rufus",136.8315083196
"Oxymycterus_josei",136.8315083196
"Oxymycterus_caparoae",136.8315083196
"Oxymycterus_quaestor",136.83150819639
"Oxymycterus_hucucha",136.83150819639
"Oxymycterus_angularis",136.8315083932
"Oxymycterus_akodontius",136.8315083932
"Oxymycterus_wayku",136.8315080734
"Oxymycterus_paramensis",136.8315082208
"Oxymycterus_hiska",136.8315082208
"Podoxymys_roraimae",136.831507435
"Necromys_obscurus",136.83150635277
"Necromys_lenguarum",136.83150684467
"Necromys_lasiurus",136.83150684467
"Necromys_temchuki",136.83150684407
"Necromys_punctulatus",136.83150684407
"Necromys_lactens",136.83150561677
"Necromys_amoenus",136.83150635377
"Necromys_benefactus",136.83150635377
"Necromys_urichi",136.83150635377
"Thalpomys_lasiotis",136.83150561637
"Thalpomys_cerradensis",136.83150561637
"Deltamys_kempi",136.8315065261
"Akodon_mimus",136.8315082458
"Akodon_iniscatus",136.8315077294
"Akodon_toba",136.8315069927
"Akodon_molinae",136.8315069926
"Akodon_dolores",136.8315069926
"Akodon_dayi",136.8315069927
"Akodon_philipmyersi",136.831506009
"Akodon_neocenus",136.8315070654
"Akodon_lindberghi",136.8315070654
"Akodon_reigi",136.83150704145
"Akodon_oenos",136.83150704145
"Akodon_bogotensis",136.8315067471
"Akodon_montensis",136.8315067471
"Akodon_paranaensis",136.8315069931
"Akodon_mystax",136.8315069931
"Akodon_cursor",136.8315060102
"Akodon_azarae",136.83150686981
"Akodon_subfuscus",136.83150694401
"Akodon_lutescens",136.83150694401
"Akodon_sylvanus",136.83150677161
"Akodon_polopi",136.83150677161
"Akodon_spegazzinii",136.83150669751
"Akodon_boliviensis",136.83150669751
"Akodon_fumeus",136.8315069923
"Akodon_surdus",136.8315070169
"Akodon_kofordi",136.8315070169
"Akodon_juninensis",136.8315069924
"Akodon_aerosus",136.8315077541
"Akodon_affinis",136.831507509
"Akodon_mollis",136.8315070175
"Akodon_orophilus",136.8315070175
"Akodon_torques",136.8315067718
"Akodon_varius",136.83150674966
"Akodon_simulator",136.83150674936
"Akodon_sanctipaulensis",136.83150674936
"Akodon_aliquantulus",136.8315067714
"Akodon_albiventer",136.8315065264
"Akodon_siberiae",136.8315070172
"Akodon_budini",136.8315070172
"Akodon_serrensis",136.8315082451
"Thaptomys_nigrita",136.8315084174
"Akodon_josemariarguedasi",136.8315084174
"Rhipidomys_fulviventer",136.831511365
"Rhipidomys_couesi",136.831511365
"Rhipidomys_itoan",136.8315102353
"Rhipidomys_tribei",136.8315102353
"Rhipidomys_cariri",136.8315102353
"Rhipidomys_macrurus",136.8315102347
"Rhipidomys_caucensis",136.8315102347
"Rhipidomys_gardneri",136.8315114632
"Rhipidomys_leucodactylus",136.8315114632
"Rhipidomys_ipukensis",136.83150994
"Rhipidomys_nitela",136.83150994
"Rhipidomys_emiliae",136.83150994
"Rhipidomys_ochrogaster",136.8315100627
"Rhipidomys_venezuelae",136.8315100627
"Rhipidomys_mastacalis",136.8315099399
"Rhipidomys_modicus",136.831509154
"Rhipidomys_latimanus",136.831509154
"Rhipidomys_austrinus",136.831509154
"Rhipidomys_venustus",136.831509154
"Rhipidomys_macconnelli",136.831510137
"Rhipidomys_wetzeli",136.831510874
"Thomasomys_popayanus",136.8315101127
"Thomasomys_gracilis",136.8315101127
"Thomasomys_monochromos",136.83150971975
"Thomasomys_macrotis",136.83150922675
"Thomasomys_daphne",136.83151008661
"Thomasomys_hylophilus",136.83151008661
"Thomasomys_andersoni",136.83150964461
"Thomasomys_rosalinda",136.83150964461
"Thomasomys_laniger",136.83151087331
"Thomasomys_praetor",136.8315108486
"Thomasomys_oreas",136.8315108486
"Thomasomys_silvestris",136.83151087371
"Thomasomys_erro",136.83151087351
"Thomasomys_cinereiventer",136.83151087351
"Thomasomys_caudivarius",136.83151074995
"Thomasomys_ucucha",136.83151025905
"Thomasomys_paramorum",136.83151025905
"Thomasomys_bombycinus",136.83151025905
"Thomasomys_onkiro",136.83150952175
"Thomasomys_hudsoni",136.83150949728
"Thomasomys_taczanowskii",136.83150949728
"Thomasomys_cinnameus",136.83150949725
"Thomasomys_pyrrhonotus",136.83150971835
"Thomasomys_vestitus",136.83150971835
"Thomasomys_vulcani",136.83150971835
"Thomasomys_cinereus",136.8315110948
"Thomasomys_ladewi",136.8315110948
"Thomasomys_incanus",136.8315110959
"Thomasomys_niveipes",136.8315110959
"Thomasomys_kalinowskii",136.8315110951
"Thomasomys_eleusis",136.8315110951
"Thomasomys_aureus",136.8315108498
"Thomasomys_rhoadsi",136.8315101118
"Thomasomys_notatus",136.83151011212
"Thomasomys_apeco",136.83151011212
"Thomasomys_ischyrus",136.8315101118
"Thomasomys_baeops",136.8315101118
"Rhagomys_longilingua",136.8315091303
"Chilomys_instans",136.8315091303
"Aepeomys_reigi",136.831511341
"Aepeomys_lugens",136.831511341
"Scolomys_ucayalensis",136.8315086634
"Scolomys_melanops",136.8315086634
"Megaoryzomys_curioi",136.831509644
"Zygodontomys_brunneus",136.8315100604
"Zygodontomys_brevicauda",136.8315100604
"Transandinomys_talamancae",136.8315086639
"Transandinomys_bolivaris",136.8315086639
"Euryoryzomys_russatus",136.8315093999
"Euryoryzomys_nitidus",136.8315094004
"Euryoryzomys_lamia",136.8315094004
"Euryoryzomys_macconnelli",136.8315086628
"Euryoryzomys_legatus",136.8315086628
"Euryoryzomys_emmonsae",136.8315091546
"Pennatomys_nivalis",136.8315103835
"Megalomys_luciae",136.8315101376
"Megalomys_desmarestii",136.8315101376
"Oecomys_rex",136.8315096461
"Oecomys_catherinae",136.8315106288
"Oecomys_concolor",136.8315106288
"Oecomys_sydandersoni",136.8315094001
"Oecomys_phaeotis",136.8315092033
"Oecomys_superans",136.8315092033
"Oecomys_bicolor",136.83151053
"Oecomys_roberti",136.83151053
"Oecomys_mamorae",136.8315093021
"Oecomys_flavicans",136.8315097932
"Oecomys_trinitatis",136.8315097932
"Oecomys_cleberi",136.8315105305
"Oecomys_speciosus",136.8315095474
"Oecomys_paricola",136.8315095474
"Oecomys_auyantepui",136.8315097934
"Oecomys_rutilus",136.831508565
"Nephelomys_levipes",136.8315086638
"Nephelomys_meridensis",136.8315091558
"Nephelomys_albigularis",136.8315091558
"Mindomys_hammondi",136.8315089094
"Nephelomys_auriventer",136.8315081721
"Nephelomys_keaysi",136.8315081721
"Nephelomys_devius",136.8315101381
"Nephelomys_caracolus",136.8315101381
"Hylaeamys_yunganus",136.8315094004
"Hylaeamys_megacephalus",136.8315094004
"Hylaeamys_oniscus",136.8315103834
"Hylaeamys_perenensis",136.8315103834
"Hylaeamys_tatei",136.8315105795
"Hylaeamys_laticeps",136.8315105795
"Hylaeamys_acritus",136.831510383
"Handleyomys_saturatior",136.8315081719
"Handleyomys_chapmani",136.8315081719
"Handleyomys_guerrerensis",136.8315081723
